havg	hmax	hmin	hv	savg	smax	smin	sv	vavg	vmax	vmin	vv	frame_edges_comp	frame_comp
0.19093226154003265	0.4196078431372549	0.043137254901960784	0.09516081304058752	0.06574920700571894	0.3843137254901961	0.00392156862745098	0.011801222512122754	0.5267042994281045	1.0	0.30196078431372547	0.0607449356998416	0.0	0.0
0.2157532327410131	0.6588235294117647	0.0	0.35979391229738017	0.13929280790441176	0.5843137254901961	0.0	0.06912499303665252	0.6245509237132352	1.0	0.2901960784313726	0.2707755197695193	0.0	0.0
0.23374773386437905	0.6941176470588235	0.0	0.3144783391131881	0.12949569444444445	1.0	0.0	0.25274159994847745	0.6197505647467318	1.0	0.0	0.9470120723720404	0.0	0.0
0.21363490962009804	0.6470588235294118	0.0	0.1164308183708321	0.05698635110294118	0.42745098039215684	0.0	0.013422375873786807	0.5627625439133985	1.0	0.11764705882352941	0.1855929351286027	0.0	0.0
0.21574465686274513	0.7019607843137254	0.0	0.30471213846512296	0.11486581750408498	1.0	0.0	0.38229603542301765	0.5729356755514705	1.0	0.0	0.5939443622209843	0.0	0.0
0.18347382097630718	0.7019607843137254	0.0	0.2912923221499301	0.3293805295138889	1.0	0.0	1.7492371009866239	0.45269726256127457	1.0	0.0	1.7520543736481298	0.0	0.0
0.2275009921364379	0.7019607843137254	0.0	0.40911402188383916	0.2070144618055556	1.0	0.0	0.43375616950327445	0.5942024361723857	1.0	0.0	1.3268745686547383	0.0	0.0
0.23099606872957518	0.7019607843137254	0.0	0.3118197684169231	0.12133020629084963	1.0	0.0	0.4185060439521156	0.5067486146854574	1.0	0.0	0.8162778812236368	0.0	0.0
0.20544488766339866	0.4117647058823529	0.0	0.09372732427056628	0.05607711958741829	0.16470588235294117	0.0	0.006382571528135601	0.5233131173406862	1.0	0.34901960784313724	0.0854224299427855	0.0	0.0
0.2436867871732026	0.7019607843137254	0.0	0.5117422509905846	0.1719461284722222	1.0	0.0	0.9386253265512765	0.5304282817606207	1.0	0.0	1.1173366445949016	0.0	0.0
0.21859829299428105	0.6588235294117647	0.0	0.26278260849475465	0.12307269914215686	1.0	0.0	0.46935326905669866	0.47583674836601314	1.0	0.0	0.5355833148521222	0.0	0.0
0.2114181204044118	0.6470588235294118	0.0	0.1005274160250549	0.06551212367238564	0.34901960784313724	0.0	0.015030201291017108	0.5499414828431372	1.0	0.09019607843137255	0.10810043336980354	0.0	0.0
0.2031506862745098	0.6470588235294118	0.0	0.08826211589200605	0.05768246732026144	0.3176470588235294	0.0	0.012215775764571906	0.5076308578431372	1.0	0.13725490196078433	0.6043414091685425	0.0	0.0
0.2148153211805556	0.6980392156862745	0.0	0.3193317246940223	0.36292938776552297	1.0	0.0	2.1520134555553665	0.40160881638071894	1.0	0.0	1.9644335074087924	0.0	0.0
0.24743382250816995	0.7019607843137254	0.0	0.5016242555589482	0.21320361060049015	1.0	0.0	1.5652255738928342	0.45530669475081703	1.0	0.0	1.3845305120607105	0.0	0.0
0.21101547743055563	0.7019607843137254	0.0	0.3101526614787155	0.33570523948120917	1.0	0.0	1.9190622941072628	0.4447721859681374	1.0	0.0	2.020324646624333	0.0	0.0
0.2243387755310458	0.7019607843137254	0.0	0.3535324745037628	0.1293216028390523	1.0	0.0	0.4228775156994543	0.4470377818627451	1.0	0.00784313725490196	0.919257051715781	0.0	0.0
0.2193732495915033	0.6588235294117647	0.0	0.36802834136552653	0.16018038909313728	0.9215686274509803	0.0	0.1314770662573414	0.5302014435253267	1.0	0.13333333333333333	0.29662996699696453	0.0	0.0
0.1915991702410131	0.7019607843137254	0.0	0.14942214125694472	0.10235229983660132	1.0	0.0	0.20246779989730276	0.5638205075571896	1.0	0.0	0.8136681028871671	0.0	0.0
0.18467968954248365	0.6588235294117647	0.0	0.1604784959755353	0.1187634027777778	1.0	0.0	0.20127476795221105	0.47305184027777775	1.0	0.0	0.8702118810619199	0.0	0.0
