havg,hv,savg,sv,vavg,vv,magavg,magv,angavg,angv
0.22039613089767157,0.663860092308613,0.5051463906760622,17.38574063064091,0.3681550620404414,15.491453889141816,6.472975942823622e-05,0.0002846339331732856,0.03411657776217908,0.07808483269065619
0.23729630540236937,0.5713597535591353,0.4954100481260212,15.872288254001782,0.28606540096507344,11.596397184609575,0.00015923425886366102,0.0004577856275770399,0.04109611161053181,0.06467164166271687
0.2450620003574346,0.8626784813409906,0.32164614825878274,14.20310364638196,0.3610552999897876,8.726522738956744,0.0001549572202894423,0.00040988494025336373,0.043667666967958214,0.03809398194774985
0.24104122395833344,0.8271820150063223,0.3558550843801062,13.745626639905778,0.35808621349060454,10.72688280477383,0.00015178276697794596,0.0003517071829901801,0.049304513242095706,0.04879164610058069
0.22481941623263882,0.7239269786411819,0.5978300421262255,14.389658324883296,0.24310063291462417,11.252920770428476,0.00016955845091078017,0.00020896070268419054,0.03792227901052683,0.07284788813441992
0.29664250357434646,2.161186823232674,0.1781868392565359,2.8116593982199056,0.4100692708333333,8.253265639735243,8.27972518073188e-05,0.0004948827531602647,0.027815515394322574,0.0756159608438611
0.2712515610957925,1.736766171420997,0.24287418824040027,4.21339083805135,0.3775958189082923,9.019355982900665,0.00011591634750366211,0.000584002431233724,0.02504021257394925,0.0842419769987464
0.29065923572814556,2.281420464333152,0.20283315116932188,1.9861288251153384,0.3696429483251632,7.374705856675816,8.857091267903646e-05,0.00047046466403537326,0.020666963360272347,0.07860817730426789
0.2648406913807189,1.871700294581954,0.17067954490910947,2.9108993714883646,0.4745365280330881,6.238000900963079,8.237753444247776e-05,0.0004457129584418403,0.01708749505225569,0.08245448902249336
0.3567058596303105,1.2254334489261716,0.31438080358966514,2.028920736480112,0.5684125718698939,3.410402823093012,0.0001440501848856608,0.0004446433597140842,0.031450558993965386,0.03466727206483483
0.32371318499795754,1.9004871870697408,0.29209299862132354,2.509922062594295,0.48557642910028626,4.845076752719536,8.439979023403591e-05,0.0005511741638183594,0.021980778109282256,0.03051460932008922
0.286996073069853,2.168786585014818,0.26819823835784323,2.070518672226493,0.3852074094924429,5.138043700322287,7.618232833014595e-05,0.00031623111300998265,0.016007771934382617,0.03666728778742254
0.2644391430504494,2.3017742379952377,0.3073703292228349,6.465722554978213,0.5290373427287585,7.235537909019986,3.569616211785211e-05,0.0004564529842800564,0.038910311311483384,0.08162858072668314
0.2960337261284722,1.8808581356822618,0.33652548228145424,4.891505487786098,0.545710353732639,5.736992267594344,6.364596154954698e-05,0.0003785419464111328,0.03563522396376356,0.05967681965790689
0.27293989774816174,2.2459557460937254,0.3122833316738155,5.330971775924916,0.5512682909517973,6.179092559800047,5.580323007371691e-05,0.0002411593967013889,0.03504030772484839,0.07807198487222194
0.2746007610804738,2.299560370457176,0.32514725605085787,5.929676920174266,0.5646327244178919,6.331425488247717,0.00011597589916653103,0.00018675443861219617,0.039158333223313094,0.08337279964238405
0.27982204937704247,2.151178091746078,0.3311870267820671,5.096872059376568,0.5492054356872957,6.318527339219403,0.00010069906446668837,0.0005374579959445529,0.03154535646084696,0.08095467545092105
0.2951387196180555,2.3962997095536878,0.26985978362438723,3.3166099279203993,0.6293622259242239,5.851815168649543,0.00017709321975708007,0.000630026372273763,0.04405205497983843,0.06785961337387562
0.245895404028799,1.7252101071152153,0.23801982000612748,4.5676925544967695,0.466669537377451,7.237467102136339,4.217418034871419e-05,0.0004595936245388455,0.022129463143646718,0.0937991776317358
0.2575714756944443,2.002978558566763,0.25017650658700985,5.185669152353092,0.4715320361008986,7.492551076928299,6.721305847167968e-05,0.0003239649454752604,0.021017310251481833,0.08313094150274992
0.24120077588848035,1.9271963760389474,0.24953733468647873,5.411923930786561,0.475104756689134,8.595866550322699,7.431119283040365e-05,0.0005314202626546224,0.03325696957763284,0.09490832418203354
0.2535069688265931,2.0128920293282038,0.22381983443116843,4.011728999319563,0.4916072160947712,7.124759922897658,6.656144989861382e-05,0.0005498035007052951,0.029552489605266602,0.09745827488601208
0.2485531332975898,1.921649609860948,0.24140998302185465,5.100034631215243,0.4870321712877859,7.948554181076048,6.901092529296876e-05,0.00036672121683756513,0.03221414839848876,0.08364870060235262
0.23707787709354575,1.5157244460256027,0.3770983669066584,10.919230753865744,0.429503812040441,10.311669779696004,0.00011700671513875325,0.0005345655653211806,0.02835249681957066,0.08532172936946153
0.25780833052491836,1.2491316141960411,0.29349224685968134,9.128416693328981,0.360603205295139,8.81716995930945,0.00013666106330023872,0.00043178944057888454,0.03173930686432868,0.07014687614515423
0.24953840226715698,1.7254491901403688,0.3267653043300654,8.051526256971032,0.3908688714001226,7.120439893499228,6.868135664198134e-05,0.000416139899359809,0.02118921813322231,0.08127137672156096
0.23966062436172378,1.7985709285286215,0.2606207637612336,5.438807893357358,0.4677794796772874,7.045189611406688,2.644082440270318e-05,0.000500132073296441,0.02895563672296703,0.0957899283617735
0.2707481618923611,2.559114119725848,0.2803989620353351,5.003094422014749,0.5573726402930964,6.774446086573848,0.0001692716810438368,0.00020186436971028645,0.03386801732704044,0.07704498760402202
0.22501611047283493,1.210505155917588,0.16024455397263065,1.945263155427621,0.5717738410181781,3.616035583988692,0.00014023271136813693,0.0006008154975043402,0.03633669810835272,0.07359543601050973
0.21400681704452615,0.9348398285656706,0.2348475750612746,6.881823799121868,0.5208965695210372,5.762253756017782,7.233168813917372e-05,0.0001992677476671007,0.049018034003674986,0.05685550358146429
0.21085109936683014,0.9425662102415829,0.12099360779207517,1.7892738033304385,0.5832481948274101,4.465977814514159,0.00011759759055243598,0.0004814807891845703,0.038092663297429684,0.034992734654806554
0.19223775314031863,1.05540897054505,0.1807578964971405,2.4392687815306466,0.5094398366013072,4.940420474972142,0.00034845778147379555,0.0002342166476779514,0.05374031394370832,0.04158087257295847
0.21222820720996732,0.642549974979053,0.18758869140624992,4.226002051636522,0.3723058675449347,5.239958324428613,0.00011741833157009548,0.0003042006386650933,0.03297953009081539,0.04308580745244399
0.22280586307700165,1.232584755752498,0.1948336472375409,4.281733225917328,0.5052202849264706,4.712946280639539,0.00012848397360907662,0.0005229284074571397,0.040717806005850433,0.04035799657460302
0.2225521951593137,0.7466480082383322,0.12357406467013886,2.890427322645004,0.5765545383986928,5.161060554688434,0.00014640702141655815,0.00046547330220540365,0.040783370081335306,0.030800246819853782
0.22538926993974678,1.0956541847934356,0.1462242024101307,1.3459547068326316,0.5304590862438725,2.7699572958434646,7.65241199069553e-05,0.00048329823811848956,0.04722881456138566,0.0416518465988338
0.21246646050347234,0.936154741664174,0.12746611404718136,1.689626608312032,0.5547459968596814,2.311708098735704,0.00012189133961995442,0.0006537124633789063,0.05309490996645763,0.06725079476833344
0.21005653211805564,1.0570427410433851,0.12923917764501627,1.1137225758620282,0.589310305989583,1.9322223387033415,0.00015221326616075303,0.00023482555813259548,0.03550321328220889,0.06917014602571726
0.20748368374693632,0.6221918792545413,0.1114591375612745,1.8088713260019245,0.5360717772160948,2.890056487391072,8.380310800340441e-05,0.0007319136725531684,0.0397039877390489,0.04872902132105082
