havg	hmax	hmin	hv	savg	smax	smin	sv	vavg	vmax	vmin	vv	frame_edges_comp	frame_comp
4759936512000.0	179.0	0.0	3318.171159849941	2234604810240.0	255.0	0.0	2713.6565781969384	13175121346560.0	255.0	1.0	7124.002875681177	998.0	1000.206070461548
4758946344960.0	179.0	0.0	3308.8718198129127	2233587978240.0	255.0	0.0	2706.3265667973515	13175946301440.0	255.0	1.0	7124.766019952191	1011.25	1069.6544497525756
4757019095040.0	179.0	0.0	3307.6257738763284	2233739304960.0	255.0	0.0	2703.256696631114	13176484454400.0	255.0	1.0	7124.815275987773	1087.25	1063.8306308549377
4751007436800.0	179.0	0.0	3271.0818960443394	2252014448640.0	255.0	0.0	2787.3484304474837	13171950551040.0	255.0	1.0	7137.930238680798	1127.75	1015.0526516448291
4740521103360.0	179.0	0.0	3220.2670480796073	2268858163200.0	255.0	0.0	2845.7591110574726	13167007580160.0	255.0	1.0	7153.858143115256	1141.5	1006.7239698422084
4734597795840.0	179.0	0.0	3216.827327754392	2267077754880.0	255.0	0.0	2840.4583764943227	13166819266560.0	255.0	1.0	7156.574600874848	1123.0	942.5836614173227
4735855288320.0	179.0	0.0	3225.0059928969067	2269177282560.0	255.0	0.0	2850.5884506202488	13166635192320.0	255.0	2.0	7157.907103064146	1196.0	958.168307086614
4736905052160.0	179.0	0.0	3228.332920786328	2268703580160.0	255.0	0.0	2850.341877646362	13166316994560.0	255.0	2.0	7160.452277199682	1182.25	951.7795275590549
4734412431360.0	179.0	0.0	3225.2935918210346	2268848148480.0	255.0	0.0	2839.739033163929	13165405532160.0	255.0	2.0	7161.183855793095	1180.0	948.7716535433069
4736369541120.0	179.0	0.0	3229.1116685216266	2270975016960.0	255.0	0.0	2846.8085948810585	13164994437120.0	255.0	2.0	7160.381430576304	1216.0	955.4311023622047
4738623590400.0	179.0	0.0	3229.2786721737853	2272096481280.0	255.0	0.0	2841.682826759455	13164929556480.0	255.0	0.0	7158.770294453664	1082.75	997.1773390458543
4737082368000.0	179.0	0.0	3225.960063447973	2270011207680.0	255.0	0.0	2820.6471935862546	13165067796480.0	255.0	0.0	7158.791070328119	1019.0	1121.879019314924
4751261675520.0	179.0	0.0	3254.1472681214113	2260421345280.0	255.0	0.0	2801.544897442457	13165623336960.0	255.0	0.0	7157.710316509353	1004.0	1179.8235082819654
4762430361600.0	179.0	0.0	3278.11798327021	2252908154880.0	255.0	0.0	2786.051496095456	13166615777280.0	255.0	0.0	7155.5940151001505	1019.5	1238.968103843884
4770215178240.0	179.0	0.0	3299.6939775433325	2243958067200.0	255.0	0.0	2767.322684958744	13167088865280.0	255.0	0.0	7155.13125835407	1061.25	1248.5728093967036
4783255449600.0	179.0	0.0	3332.22683621948	2234642411520.0	255.0	0.0	2753.460318223159	13167243632640.0	255.0	1.0	7156.857792140727	1122.0	1202.9649404002364
4791609692160.0	179.0	0.0	3358.863631336456	2227149496320.0	255.0	0.0	2746.7931544143894	13167404605440.0	255.0	1.0	7157.814192026117	1146.25	1221.3629244343467
4785016197120.0	179.0	0.0	3350.3206164810076	2226786693120.0	255.0	0.0	2744.162332308505	13167612579840.0	255.0	1.0	7158.478409528765	1178.75	1164.143525722822
4780765655040.0	179.0	0.0	3349.3156835401214	2226800762880.0	255.0	0.0	2752.136024425126	13167856066560.0	255.0	1.0	7161.083431668218	1192.25	1087.367386635959
4783228047360.0	179.0	0.0	3358.528780871275	2228288409600.0	255.0	0.0	2764.448295052179	13168508375040.0	255.0	1.0	7160.999160877642	1062.75	983.1869611901279
4783728230400.0	179.0	0.0	3380.756246675767	2210983526400.0	255.0	0.0	2702.1589655104954	13174171361280.0	255.0	1.0	7147.328459763103	964.0	908.3267716535433
4774186905600.0	179.0	0.0	3352.3098466012852	2218882252800.0	255.0	0.0	2716.1818592686336	13174299648000.0	255.0	1.0	7145.183989838177	889.5	914.3110236220474
4766504017920.0	179.0	0.0	3329.1890130781385	2226722918400.0	255.0	0.0	2725.797744087505	13175057510400.0	255.0	1.0	7142.436558206399	834.0	913.8740157480315
4767012864000.0	179.0	0.0	3344.650644360394	2213773148160.0	255.0	0.0	2660.542178085581	13179834839040.0	255.0	1.0	7127.142396474763	859.25	937.9990157480314
4754682347520.0	179.0	0.0	3309.562112308375	2219029770240.0	255.0	0.0	2657.6061884961764	13179670732800.0	255.0	1.0	7124.849955544936	922.5	1037.0066563443402
4737759621120.0	179.0	0.0	3251.890863027498	2244928696320.0	255.0	0.0	2726.9688927854213	13174535024640.0	255.0	2.0	7135.929244641866	980.25	1093.513452740344
4738624696320.0	179.0	0.0	3253.46769047433	2243862159360.0	255.0	0.0	2718.1776076847705	13175302963200.0	255.0	2.0	7134.455486309582	1042.75	1164.7945636612617
