h,s,v,frame_edges_comp,frame_comp
4135471411200.0,177.0,0.0,2724.0728359574314,3008984616960.0,255.0,0.0,1927.2195706079378,13382254387200.0,255.0,5.0,9118.78811368228,6056.75,25956.635939731786
3994033827840.0,177.0,0.0,2239.6067686079346,2988616089600.0,255.0,0.0,1905.700860020256,13185011036160.0,255.0,5.0,8660.150799402416,5210.25,34092.75802095006
3954455101440.0,178.0,0.0,1917.6436215575536,2854858997760.0,255.0,0.0,1812.3174918297448,12944922931200.0,255.0,5.0,8248.554898145261,4613.5,34430.481637661724
4007091732480.0,178.0,0.0,1847.8372046124139,2636756398080.0,255.0,0.0,1662.792179824458,12856532643840.0,255.0,5.0,7791.382977060922,4738.0,28156.00358881764
4147451904000.0,178.0,0.0,1966.677379607158,2421253816320.0,255.0,0.0,1504.5254797959856,12830922915840.0,255.0,5.0,7546.22259585372,5426.0,19577.11580868045
4379354849280.0,178.0,0.0,2368.7244096073364,2201785221120.0,255.0,0.0,1378.425900234964,12913573478400.0,255.0,5.0,7483.962650891664,6108.0,12049.873632445424
4630902312960.0,178.0,0.0,2878.7722379052375,1986578964480.0,255.0,0.0,1235.146433124987,12996048875520.0,255.0,5.0,7536.292954543273,6570.25,10672.281494023904
4720632053760.0,179.0,0.0,3349.184721787029,2005048750080.0,255.0,0.0,1468.8567908922514,13030264750080.0,255.0,5.0,7578.673695362473,6881.25,14057.645317536306
4770272133120.0,179.0,0.0,3747.0191310777664,2144314675200.0,255.0,0.0,1871.1148758458137,12897750712320.0,255.0,5.0,7847.869532139461,7876.75,18126.3350183781
4788029890560.0,179.0,0.0,4088.2578171115238,2314582241280.0,255.0,0.0,2414.6297051436636,12772907520000.0,255.0,3.0,8280.874693793161,9778.75,20936.08190435199
4785466859520.0,179.0,0.0,4366.688269682969,2482094469120.0,255.0,0.0,2949.7996719713105,12638201548800.0,255.0,3.0,8659.763777448623,11300.75,20368.04702211021
4787659223040.0,179.0,0.0,4649.540540408674,2640469032960.0005,255.0,0.0,3498.00085791431,12541545185280.0,255.0,3.0,9078.333841230775,12752.5,16945.965270452678
4871338721280.0,179.0,0.0,4832.813935901069,2689714237439.9995,255.0,0.0,3804.4346522686956,12617299107840.0,255.0,3.0,9596.480957107122,12138.25,21816.972371384036
4960670269440.0,179.0,0.0,4954.488121918508,2707811819520.0,255.0,0.0,4119.216494343206,12781720780800.0,255.0,3.0,9910.15345049091,10559.5,28963.38384230504
5008571596800.0,179.0,0.0,4966.412645049476,2719132876800.0,255.0,0.0,4418.533458017497,12974807285760.0,255.0,3.0,10124.243793711938,10871.5,34189.469411987535
5057374801920.0,179.0,0.0,4946.8476385755,2750964510720.0,255.0,0.0,4779.089765797286,13137888153600.0,255.0,3.0,10464.078579998535,11990.25,33991.68784261286
5077767045120.0,179.0,0.0,4884.270034378794,2810305597440.0,255.0,0.0,5203.592944992182,13253752135680.0,255.0,3.0,10652.008611980546,14265.0,27716.50800071563
5066217799680.0,179.0,0.0,4711.972701967768,2875634626560.0,255.0,0.0,5590.318382581404,13314312007680.0,255.0,3.0,10642.022472443845,16554.0,23977.970957143254
5032953323520.0,179.0,0.0,4511.783083117824,2942331310080.0,255.0,0.0,6053.501071764575,13327525601280.0,255.0,1.0,10802.377479751378,17524.75,26013.52033384592
5032243445760.0,179.0,0.0,4387.421026470291,3010387292160.0,255.0,0.0,6504.690381241937,13317896908800.0,255.0,1.0,10938.072989563827,17408.0,30275.53368872369
5020570337280.0,179.0,0.0,4283.67679731566,3047800627200.0,255.0,0.0,6861.022672810596,13353644666880.0,255.0,1.0,10879.208915111109,16359.0,30371.447086221437
4868704481280.0,179.0,0.0,4059.6951061594327,3078248325120.0,255.0,0.0,6523.901652230558,13137382871040.0,255.0,1.0,10476.714890784657,15149.5,37733.734613912806
4839150120960.0,179.0,0.0,4209.952778470664,3047111147520.0,255.0,0.0,6238.345252756098,12976311889920.0,255.0,1.0,10282.209442723666,13411.0,37967.782791437676
4905074257920.0,179.0,0.0,4375.999381132306,2972372459520.0,255.0,0.0,5906.526877195125,12955029872640.0,255.0,2.0,10153.013285917896,10945.5,43298.61100420925
4900105052160.0,179.0,0.0,4336.709884844335,2945467822080.0,255.0,0.0,5987.861467036618,12972774174720.0,255.0,0.0,10169.698549369377,10667.75,49343.14239087023
4883852206080.0,179.0,0.0,4260.20189144978,2918896373760.0,255.0,0.0,5975.446812233406,12963233894400.0,255.0,0.0,10257.826261979535,11431.75,41016.37209878852
4977413775360.0,179.0,0.0,4289.34954647984,2914111303680.0,255.0,0.0,6649.7441966431625,13152814571520.0,255.0,0.0,10749.026335837954,12891.0,41379.581796730556
4927586119680.0,179.0,0.0,3995.2396375265653,2946909143040.0,255.0,0.0,7081.055878055192,13244142858240.0,255.0,0.0,10996.54390583336,15336.5,34712.64413204017
4742088007680.0,179.0,0.0,3690.239959182103,2997772861440.0,255.0,0.0,7229.599723748993,13129720074240.0,255.0,0.0,11015.648282814884,16116.25,34527.7429869115
4634815488000.0,179.0,0.0,3568.93139186092,2998184079360.0,255.0,0.0,6851.273652040027,12949081927680.0,255.0,2.0,10800.962740687697,16192.25,33848.70454153335
4567990763520.0,179.0,0.0,3531.8202061966367,3020297994240.0,255.0,0.0,6658.141413452467,12766692925440.0,255.0,0.0,10649.8487846639,16520.5,27512.164362016214
4534507253760.0,179.0,0.0,3493.8998557365103,3010025963520.0,255.0,0.0,6351.029871130774,12660806799360.0,255.0,0.0,10506.844313890804,16616.75,23129.727368821543
