5056266977280.0	174.0	0.0	5339.834280066194	3240041840640.0	255.0	0.0	2621.622575858646	14421073735680.0	255.0	3.0	11522.461235423521	1879.5	1075.1949907878368
5055953018880.0	174.0	0.0	5342.970388616159	3239948144640.0	255.0	0.0	2624.8196070320873	14421185802240.0	255.0	3.0	11521.526009520203	1768.5	936.6096837944666
5054994554880.0	176.0	0.0	5340.140402476227	3239821455360.0	255.0	0.0	2621.423142865446	14421484154880.0	255.0	3.0	11520.783768793477	1736.0	1009.4070910973087
5055673589760.0	176.0	0.0	5332.434358794636	3240086691840.0	255.0	0.0	2625.9252186529584	14421794918400.0	255.0	3.0	11519.747699759535	1869.75	1089.4570250899285
5053976616960.0	176.0	0.0	5332.661801898849	3240683274240.0	255.0	0.0	2628.4278831259626	14422004920320.0	255.0	3.0	11519.583618126584	1804.0	1125.4869132385697
5050504704000.0	176.0	0.0	5331.765353341261	3239302778880.0	255.0	0.0	2627.1777079277995	14421635604480.0	255.0	3.0	11519.564655639608	1852.0	1129.7637695344479
5050191421440.0	176.0	0.0	5329.934717205089	3239708590080.0	255.0	0.0	2628.014625874774	14422045716480.0	255.0	4.0	11519.247564547337	2229.0	1205.8314415966847
5047686082560.0	177.0	0.0	5334.191000924565	3239263027200.0	255.0	0.0	2635.3052960394334	14422525378560.0	255.0	4.0	11518.422445800801	2470.25	1272.9809947111612
5046937374720.0	177.0	0.0	5334.899235187158	3239684382720.0	255.0	0.0	2629.683290878657	14422652375040.0	255.0	4.0	11519.880185526708	2772.25	1359.7406871510134
5048047534080.0	177.0	0.0	5305.887539387553	3245642342400.0	255.0	0.0	2633.174735578262	14419563294720.0	255.0	3.0	11509.444330417517	4982.5	2738.0606687997993
5042979655680.0	177.0	0.0	5294.247730510086	3251083345920.0	255.0	0.0	2637.3187481081013	14417391144960.0	255.0	3.0	11494.082745694488	5826.25	2997.4550552104897
5039734394880.0	177.0	0.0	5303.383045799477	3252268769280.0	255.0	0.0	2641.7197649412155	14416752599040.0	255.0	3.0	11479.566442804951	5901.25	3012.601480644959
5041054064640.0	173.0	0.0	5268.280087801403	3260838297600.0	255.0	0.0	2646.0905185872607	14413329530880.0	255.0	3.0	11466.039484216033	6083.5	2988.3079474872948
5043384483840.0	173.0	0.0	5258.153659891552	3262970081280.0	255.0	0.0	2646.540462363466	14411204198400.0	255.0	3.0	11449.636460381804	4288.0	1705.9413466967817
5032086343680.0	173.0	0.0	5267.900832997098	3261861949440.0	255.0	0.0	2650.472811666139	14411455918080.0	255.0	3.0	11445.92189139787	3399.0	1441.2427614655876
5041406791680.0	173.0	0.0	5265.564881403912	3258748723200.0	255.0	0.0	2644.2864779111655	14411902218240.0	255.0	2.0	11446.046056146675	3249.0	1455.5281690332185
5034385858560.0	170.0	0.0	5242.383330908733	3261951406080.0	255.0	0.0	2644.6533652196995	14410025349120.0	255.0	2.0	11446.541050184558	2968.75	1435.1556082663578
5030892195840.0	174.0	0.0	5281.4692513946	3254581862400.0	255.0	0.0	2642.7743780586034	14412452352000.0	255.0	2.0	11446.784921277289	2705.0	1369.8749758552908
5024227676160.0	174.0	0.0	5294.632556977792	3253646745600.0	255.0	0.0	2649.06607767493	14413322956800.0	255.0	2.0	11448.508302873324	2590.75	1322.5406716699936
5028844892160.0	174.0	0.0	5312.149211071852	3249827450880.0	255.0	0.0	2646.750123714415	14415219118080.0	255.0	2.0	11447.87550559371	2576.25	1259.4123821231829
5022851420160.0	174.0	0.0	5295.559314622869	3256584437760.0	255.0	0.0	2656.2789389636996	14414067978240.0	255.0	2.0	11447.149409940774	2612.75	1219.41834209953
5020873605120.0	174.0	0.0	5291.105230056064	3255240314880.0	255.0	0.0	2656.1685326742913	14413980119040.0	255.0	2.0	11447.180124116738	2560.25	1273.8775598331827
5027398901760.0	174.0	0.0	5268.722739735349	3258092359680.0	255.0	0.0	2653.6087774748594	14413391708160.0	255.0	2.0	11445.72951107349	2563.25	1233.5991254551677
5028291686400.0	174.0	0.0	5260.1602149764485	3258095861760.0	255.0	0.0	2655.9367536245136	14413629296640.0	255.0	2.0	11444.392527707958	2508.5	1219.5571799819486
5023340482560.0	174.0	0.0	5238.555911039553	3260925358080.0	255.0	0.0	2659.2910281804507	14411651604480.0	255.0	2.0	11445.605100022169	2418.25	1190.5512511281936
5021409239040.0	174.0	0.0	5269.782884121132	3253574983680.0	255.0	0.0	2656.806630822563	14414201057280.0	255.0	2.0	11446.91769651255	2485.5	1143.065353552644
5028636119040.0	174.0	0.0	5250.729311203882	3259375165440.0	255.0	0.0	2657.7616926333744	14413615534080.0	255.0	2.0	11446.11679795955	2441.0	1122.0925080140673
5015964426240.0	174.0	0.0	5242.231841040696	3261425356800.0	255.0	0.0	2663.4835836593948	14412551086080.0	255.0	2.0	11447.841281189663	2447.75	1122.8630100214746
5018385039360.0	171.0	0.0	5204.447451438501	3268949975040.0	255.0	0.0	2661.582434625626	14410159595520.0	255.0	2.0	11448.049359063232	2370.5	1112.8364118763811
5023787335680.0	174.0	0.0	5223.9521249845075	3266849587200.0	255.0	0.0	2663.432068088362	14412213903360.0	255.0	2.0	11446.805149309646	2354.75	1096.6614484454265
5030389002240.0	174.0	0.0	5199.680724729399	3269019095040.0	255.0	0.0	2658.4198984939894	14411194429440.0	255.0	2.0	11446.435317751639	2232.5	1146.6897700040456
5037165895680.0	174.0	0.0	5215.957381055853	3262585282560.0	255.0	0.0	2650.6916758682464	14412837212160.0	255.0	2.0	11446.88875623791	2235.0	1152.233890168373
