havg,hmax,hmin,hv,savg,smax,smin,sv,vavg,vmax,vmin,vv,magavg,magv,angavg,angv
0.19852656620200174,0.7019607843137254,0.0,1.5844122437033827,0.19344176891850492,1.0,0.0,1.0987868980723803,0.5873326806321487,1.0,0.0,4.167079764651982,5.535064803229438e-06,0.00036523238288031686,0.0024186218273825944,0.09003515627235174
0.20047172372855393,0.6941176470588235,0.0,0.3711944636339949,0.06897041219873369,1.0,0.0,0.07863204893895458,0.5070941351358252,1.0,0.03137254901960784,1.8741800338270038,1.0804577668507894e-05,0.0003535302480061849,0.003285922706127167,0.09199720725417138
0.19741599392361114,0.6941176470588235,0.0,0.6974224107451523,0.24871214741625824,1.0,0.0,7.477127256319465,0.4859669900173614,1.0,0.0,5.282460992924806,1.2354838848114013e-05,0.00021302899254692926,0.0027205991453956814,0.052709848508238795
0.2735628278186274,0.7019607843137254,0.0,1.071677639762487,0.31869149701286764,1.0,0.0,9.015975851308667,0.3631052690972223,1.0,0.0,12.003004267037385,1.389108763800727e-05,0.0006042567359076606,0.005135888103395701,0.028139386493712663
0.19683333448223045,0.7019607843137254,0.0,0.9791223614680472,0.19039799057904416,1.0,0.0,3.9757325876227436,0.54293005591299,1.0,0.0,4.859402675962254,1.951759788725111e-05,0.000403722169664171,0.003327301605604589,0.11262483194470406
0.23298402190563716,0.7019607843137254,0.0,0.7530114165425132,0.11986120187397878,1.0,0.0,2.8231096003983644,0.5498901484630312,1.0,0.0,1.4396194610289688,4.3611612584855825e-06,0.0004860894521077474,0.0014765238109976054,0.052546195052564144
0.22558839167177278,0.7019607843137254,0.0,1.031138887715434,0.2362124494485295,1.0,0.0,6.883397803400349,0.49504487936580865,1.0,0.0,5.841026105045182,1.860611836115519e-05,0.0002731687757703993,0.004478677494917065,0.04919217381626367
0.23525731643178108,0.7019607843137254,0.0,2.0426973405037696,0.21910475707209967,1.0,0.0,2.5936535243716934,0.5121344144454657,1.0,0.0,5.754077634980316,7.377787431081136e-06,0.0004259852091471354,0.0025040282076224684,0.08248423110693694
0.19587635008169937,0.7019607843137254,0.0,1.2630274706110618,0.27718537530637255,1.0,0.0,6.315813411226216,0.5014737784671162,1.0,0.0,7.720088022438485,2.3675412601894802e-05,0.0003971976386176215,0.0036858020583167674,0.10855938218533993
0.22254292892156857,0.6588235294117647,0.0,1.3742263798627714,0.1414794577205883,1.0,0.0,0.6147686445291916,0.6257654351766748,1.0,0.0,1.874610371463033,1.3269448280334473e-05,0.0004128546396891276,0.003459303986746818,0.10279953435063362
0.22634049721711605,0.7019607843137254,0.0,1.3723217021125032,0.2210843368310866,1.0,0.0,6.041160530730695,0.5089535153696897,1.0,0.0,6.996146155059545,6.571213404337565e-06,0.0004045723385281033,0.0021082373254466802,0.0973224786669016
0.21405527637357025,0.7019607843137254,0.0,0.9660937744538597,0.18029737783394612,1.0,0.0,3.591219024364904,0.5438926854830473,1.0,0.0,4.06769195152611,1.3065118259853786e-05,0.00042427842881944446,0.004285681491019204,0.06623563520610333
0.20680229409211603,0.6862745098039216,0.0,0.47559940060894557,0.06493234170751634,1.0,0.0,0.10742304135411017,0.511385890650531,1.0,0.011764705882352941,3.007778601004544,9.895707501305474e-06,0.00019216363694932726,0.003906311553437263,0.05836640976369381
0.2168602231413398,0.6588235294117647,0.0,0.47447100283878646,0.06058255476409315,1.0,0.0,0.08483504926010614,0.5159685123059642,1.0,0.0,2.2295354471130473,4.1689266761144e-06,0.0006464315202501086,0.001978818452917039,0.07254153419286012
0.23089570197610298,0.7019607843137254,0.0,1.3296309236875752,0.41841425589767156,1.0,0.0,12.275319695047454,0.43490378459456686,1.0,0.0,10.895578312224965,1.2764268451266818e-05,0.00042583855523003474,0.001527539048693143,0.09891511708498
